gene_id	SRR17624338	SRR17624339	SRR17624340	SRR17624341	SRR17624342	SRR17624343	SRR17624344	SRR17624345	SRR17624346	SRR17624347	SRR17624348	SRR17624349	SRR17624350	SRR17624351	SRR17624352	SRR17624353	SRR17624354	SRR17624355	SRR17624356	SRR17624357	SRR17624358	SRR17624359	SRR17624360	SRR17624361	SRR19745122	SRR19745123	SRR19745124	SRR19745125	SRR19745126	SRR19745127	SRR19745128	SRR19745129	SRR19745130	SRR19745131	SRR19745132	SRR19745133	SRR19745134	SRR19745135	SRR19745136	SRR19745137	SRR19745138	SRR19745139	SRR19745140	SRR19745141	SRR19745142	SRR19745143	SRR19745144	SRR19745145	SRR19745146	SRR19745147	SRR19745148	SRR19745149	SRR19745150	SRR19745151	SRR19745152	SRR19745153	SRR19745154	SRR19745155	SRR19745156	SRR19745157	SRR21049834	SRR21049835	SRR21049836	SRR21049837	SRR21049838	SRR21049839	SRR21049840	SRR21049841	SRR21049842	SRR21049843	SRR21049844	SRR21049845	SRR21049846	SRR21049847	SRR21049848	SRR21049849	SRR21049850	SRR21049851	SRR21049852	SRR21049853	SRR21049854	SRR21049855	SRR21049856	SRR21049857	SRR21049858	SRR21049859	SRR21049860	SRR21049861	SRR21049862	SRR21049863	SRR21049864	SRR21049865	SRR21049866	SRR21049867	SRR21049868	SRR21049869	SRR21049870	SRR21049871	SRR21049872	SRR21049873	SRR21049874	SRR21049875	SRR21049876	SRR21049877	SRR21049878	SRR21049879	SRR21049880	SRR21049881	SRR21049882	SRR21049883	SRR21049884	SRR21049885	SRR21049886	SRR21049887	SRR21049888	SRR21049889	SRR21049890	SRR22540857	SRR22540858	SRR22540859	SRR22540860	SRR22540861	SRR22540862	SRR22540863	SRR22540864	SRR22540865	SRR22540866	SRR22540867	SRR22540868	SRR26867805	SRR26867806	SRR26867807	SRR26867808	SRR26867809	SRR26867810	SRR26867811	SRR26867812	SRR26867813	SRR26867814	SRR26867815	SRR26867816	SRR26867817	SRR26867818	SRR26867819	SRR26867820	SRR26867821	SRR26867822	SRR26867823	SRR26867824	SRR26867825	SRR26867826	SRR26867827	SRR26867828	SRR7882951	SRR7882950	SRR7882952	SRR7882953	SRR7882954	SRR7882955	SRR7882956	SRR7882957	SRR7882958	SRR7882959	SRR7882960	SRR7882961	SRR7882978	SRR7882979	SRR7882976	SRR7882977	SRR7882974	SRR7882975	SRR7882972	SRR7882973	SRR7882985	SRR7882984	SRR7882983	SRR7882982	SRR7882969	SRR7882968	SRR7882971	SRR7882970	SRR7882965	SRR7882964	SRR7882967	SRR7882966	SRR7882963	SRR7882962	SRR7882980	SRR7882981	SRR7882989	SRR7882988	SRR7882987	SRR7882986	SRR7882991	SRR7882990	SRR7882992	SRR7882993	SRR7882994	SRR7882995	SRR7882996	SRR7882997	SRR7882998	SRR7882999	SRR7883000	SRR7883001	SRR7882949	SRR7882948	SRR7882947	SRR7882946	SRR7882945	SRR7882944	SRR7882943	SRR7882942	SRR7883014	SRR7883015	SRR7883016	SRR7883017	SRR7883012	SRR7883013	SRR7883006	SRR7883007	SRR7883023	SRR7883022	SRR7883025	SRR7883024	SRR7883027	SRR7883026	SRR7883030	SRR7883031	SRR7883028	SRR7883029	SRR7883034	SRR7883035	SRR7883008	SRR7883009	SRR7883002	SRR7883003	SRR7883004	SRR7883005	SRR7883010	SRR7883011	SRR7883019	SRR7883018	SRR7883021	SRR7883020	SRR7883032	SRR7883033	SRR7883036	SRR7883037
LOC110906290	0.806	0.142	2.704	0.630	0.376	0.481	1.892	0.295	0.242	0.402	0.689	1.978	0.375	0.578	0.671	0.061	0.685	1.249	0.453	0.569	0.051	0.504	1.615	0.687	0.051	0.000	0.097	0.000	0.000	0.234	0.000	0.000	0.058	0.051	0.000	0.000	0.000	0.000	0.000	0.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.000	0.000	0.000	0.058	0.218	0.000	0.051	0.000	0.206	0.000	0.000	0.000	0.098	0.100	0.050	0.151	0.060	0.283	0.279	0.109	0.264	0.053	0.089	0.000	0.000	0.191	0.000	0.000	0.000	0.000	0.000	0.000	1.102	0.058	0.000	0.513	0.317	0.110	0.058	0.049	0.000	0.000	0.000	0.000	0.000	0.196	0.000	0.000	0.043	0.117	0.457	0.118	2.575	1.030	0.324	0.118	0.000	0.599	0.054	0.456	0.471	0.299	0.000	0.176	0.167	0.143	0.100	0.103	0.000	0.000	0.062	0.000	0.000	0.000	0.000	0.360	0.057	0.125	0.000	0.198	0.182	0.063	0.170	0.148	0.053	0.066	0.198	0.155	0.000	0.067	0.000	0.000	0.418	0.000	0.000	0.000	0.000	0.000	0.114	0.000	0.000	0.000	0.172	0.243	0.184	0.039	0.000	0.031	0.000	0.236	0.241	0.099	0.088	0.000	0.000	0.221	0.041	0.508	0.320	0.296	0.069	0.130	0.499	0.296	0.327	0.145	0.175	0.237	0.502	0.218	0.079	0.076	0.079	0.176	0.140	0.148	0.094	0.101	0.075	0.037	0.170	0.000	0.069	0.063	0.000	0.090	0.024	0.042	0.048	0.062	0.185	0.089	0.049	0.000	0.054	0.130	0.000	0.047	0.000	0.027	0.072	0.110	0.131	0.085	0.096	0.020	0.048	0.608	0.555	0.439	0.651	0.000	0.071	0.018	0.037	0.059	0.031	0.129	0.061	0.070	0.143	0.055	0.082	0.151	0.182	0.000	0.216	0.000	0.000	0.086	0.000	0.042	0.046	0.000	0.136	0.000	0.000	0.199	0.000	0.070	0.071
LOC110911072	0.075	0.000	0.160	0.080	0.448	0.595	0.512	0.590	0.288	0.448	0.639	1.007	0.196	0.146	0.503	0.937	0.147	0.134	0.039	0.000	0.071	0.000	0.725	1.514	5.677	4.448	1.353	11.578	0.400	0.325	11.435	12.617	17.382	4.549	3.085	4.631	0.136	26.252	17.446	7.705	12.746	9.414	8.496	3.121	0.645	0.854	2.531	0.000	1.655	2.180	1.758	9.286	26.599	0.136	9.053	1.686	3.515	2.298	0.064	0.382	0.683	0.489	0.280	0.632	0.831	0.710	0.155	0.453	0.662	1.324	0.062	0.719	0.000	0.400	0.000	0.000	0.000	0.000	0.000	0.000	1.618	0.966	0.245	1.285	0.441	0.383	0.801	0.204	0.260	0.073	0.206	0.075	0.151	0.205	0.317	0.623	0.179	2.433	3.960	2.133	1.753	3.105	1.956	0.492	0.073	0.682	1.044	0.793	0.573	0.831	0.606	0.818	0.232	0.333	0.208	0.430	0.195	0.086	0.259	0.185	0.000	0.000	0.000	0.417	0.000	0.000	0.000	0.366	0.000	0.350	0.474	0.344	0.074	0.642	0.918	0.072	235.698	296.052	288.824	207.997	0.654	169.480	211.975	398.848	533.417	390.008	126.041	109.720	176.827	1.285	0.955	0.542	0.768	0.000	0.045	0.000	0.000	0.394	0.201	0.207	0.245	0.125	0.047	0.051	0.000	3.581	2.939	4.785	1.280	0.424	0.574	0.124	0.666	0.201	0.152	0.293	0.168	0.050	0.000	0.000	0.055	0.857	0.194	0.137	0.392	0.000	0.104	0.000	0.177	0.193	0.459	0.352	0.270	0.150	0.101	0.059	0.133	0.130	0.064	0.186	0.000	0.236	0.151	0.091	0.059	0.293	0.026	0.601	0.067	6.594	1.311	2.479	3.224	0.164	0.133	0.671	0.632	0.407	0.406	0.287	0.000	1.397	0.688	1.775	0.820	0.767	1.078	0.680	0.223	15.333	4.596	7.293	26.150	0.000	0.000	0.524	0.518	0.178	0.444	0.117	0.507	0.192	0.063	0.129	0.000	0.138	0.331	0.194	0.131
LOC110886457	90.916	30.645	384.121	60.957	165.518	241.634	143.523	470.414	289.431	355.027	247.055	102.138	449.045	355.898	542.779	310.663	375.406	166.642	189.789	89.793	38.439	109.185	203.572	143.461	1.251	0.517	0.568	1.320	1.008	0.709	0.193	0.127	0.336	1.134	0.422	0.236	0.115	1.743	2.441	1.157	0.818	0.123	0.884	1.809	0.542	0.598	1.034	0.732	1.334	1.525	0.061	2.847	1.212	0.285	0.239	1.076	0.422	0.784	0.213	0.428	21.718	21.709	26.358	30.960	255.741	153.972	190.914	235.426	291.618	323.992	261.550	31.731	334.213	274.653	53.686	81.435	67.641	4.714	1.036	4.689	38.111	46.301	29.739	32.657	22.642	29.382	29.713	37.555	42.309	48.937	34.996	16.557	13.350	34.823	160.461	139.106	133.011	100.080	93.675	87.036	22.270	19.317	19.516	89.508	31.912	64.550	69.860	108.551	101.178	55.321	180.056	134.452	160.305	23.119	30.052	25.709	22.963	101.078	98.109	97.054	36.263	40.068	37.289	284.016	291.855	322.850	283.781	321.093	312.715	139.662	37.412	45.000	53.880	68.319	48.957	24.791	6.231	2.801	1.215	4.114	25.752	2.586	0.800	0.833	2.920	0.162	17.835	40.897	4.657	98.493	100.795	27.789	28.222	105.175	97.666	76.926	70.958	119.837	132.484	126.646	114.087	119.405	113.772	107.539	100.335	8.732	11.091	16.308	13.917	18.847	20.888	13.580	16.679	13.403	25.098	12.483	29.824	118.182	116.725	101.881	108.557	198.586	141.792	179.305	152.843	80.549	107.356	108.776	96.225	8.415	5.191	9.049	6.446	10.585	6.701	108.009	97.146	73.728	101.390	146.990	155.061	97.161	153.965	94.668	98.110	14.670	11.632	3.690	16.690	9.815	12.414	6.046	18.220	8.230	8.493	48.822	40.151	44.008	32.318	121.083	84.567	8.122	15.655	13.388	18.950	13.175	22.604	22.425	35.553	28.116	27.966	25.941	16.437	156.144	136.325	132.556	89.742	98.980	129.065	141.007	212.952	65.445	73.687	98.824	51.570	21.238	7.295	12.944	13.021
LOC110911125	192.217	74.127	94.676	87.021	124.241	61.498	107.708	33.214	33.978	40.215	54.231	81.678	43.888	60.055	29.999	30.448	32.350	50.159	85.284	160.646	334.322	153.845	66.384	77.519	12.261	55.443	29.968	58.985	11.862	9.159	21.821	23.446	26.807	38.576	33.576	31.955	5.092	36.174	27.510	14.554	71.000	59.560	61.014	30.475	16.479	19.583	19.798	10.070	10.718	21.093	26.237	16.797	19.442	7.296	18.117	15.444	14.081	11.925	7.407	6.094	370.859	354.217	403.690	485.532	143.789	140.353	175.084	160.433	166.662	141.041	267.583	450.682	331.399	300.515	183.131	150.035	196.500	490.946	393.449	463.306	325.500	356.394	398.719	334.686	413.448	373.306	384.075	465.880	406.402	372.686	780.396	619.653	719.279	322.780	228.426	226.734	201.858	142.719	158.963	188.928	90.157	94.904	104.757	129.337	437.488	165.469	173.007	124.898	135.366	176.772	317.653	256.684	226.887	334.835	237.958	377.315	365.849	65.121	73.450	76.445	23.486	37.141	29.067	59.556	55.275	71.686	34.121	39.345	41.520	172.418	202.152	191.399	232.875	203.174	213.694	398.145	387.499	387.325	516.310	460.131	295.905	364.134	300.032	554.326	735.537	638.373	380.226	446.133	393.692	141.024	166.698	350.516	377.824	29.473	24.190	24.795	27.861	34.259	36.205	33.733	32.607	57.158	57.158	51.408	52.571	145.509	134.729	142.213	143.110	43.576	40.338	36.991	41.383	173.428	175.795	175.271	153.947	24.540	20.234	28.755	24.949	29.700	27.993	29.169	29.755	34.668	58.033	48.242	49.286	119.946	131.877	198.295	162.448	48.977	42.956	25.297	21.781	29.453	30.446	27.039	30.363	33.100	32.127	49.690	40.693	65.455	52.097	35.701	50.758	290.453	181.658	176.839	231.848	53.633	51.081	199.906	215.282	206.934	209.384	44.375	41.248	96.921	79.517	104.311	75.881	22.298	46.933	25.177	23.683	248.263	154.994	129.688	179.207	27.181	27.727	23.130	25.174	31.087	34.340	31.756	37.246	39.074	36.576	41.579	35.578	83.470	158.239	122.118	102.051
LOC110911759	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.483	2.928	0.875	0.498	1.593	1.035	0.229	0.000	1.515	1.839	1.713	1.536	2.648	3.732	2.141	0.125	1.268	1.453	1.188	1.405	2.283	0.850	2.792	4.005	5.535	6.510	0.292	4.018	0.378	2.637	0.922	1.275	1.285	1.286	1.834	4.566	0.000	0.000	0.000	0.000	0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.074	0.274	0.183	0.072	2.577	1.107	1.784	5.391	0.000	6.207	3.794	0.247	0.655	0.096	4.355	3.259	3.623	0.000	0.555	0.067	0.340	0.000	0.000	0.000	0.000	0.065	0.000	0.069	0.000	0.062	0.000	0.000	0.000	8.001	7.476	11.133	4.873	4.426	3.024	3.076	3.948	1.718	1.299	2.442	0.862	0.000	0.000	0.000	0.110	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.300	6.851	9.821	12.889	6.598	11.548	0.000	0.000	0.043	0.000	0.123	0.000	0.000	0.000	0.135	0.000	3.077	10.903	10.206	21.911	37.764	15.324	19.181	6.318	18.777	9.639	8.215	7.124	5.006	3.542	0.114	0.000	5.585	5.502	11.115	16.537	7.403	2.287	4.769	4.025	3.827	3.210	4.229	3.646	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.325	6.699	6.346	6.952
LOC110911761	11.971	0.854	12.661	4.224	9.640	8.113	12.224	23.916	30.303	35.070	18.019	19.884	21.878	21.742	20.488	15.524	17.688	2.608	9.109	2.615	4.919	11.616	12.768	25.760	1.279	0.753	0.948	0.715	8.748	7.417	2.919	2.193	0.802	2.775	3.231	5.338	5.531	1.743	0.873	0.627	0.600	1.461	2.600	1.116	1.077	2.993	7.876	3.021	2.585	2.765	3.226	0.162	0.456	0.816	1.070	1.958	1.005	1.006	2.417	1.340	14.008	12.593	17.609	18.564	21.450	40.966	29.339	23.507	33.640	32.692	33.107	6.834	26.502	30.264	20.172	8.275	18.200	0.693	0.541	0.746	3.922	8.302	6.470	4.573	13.242	12.036	6.172	8.929	11.767	7.551	7.837	14.938	7.242	8.072	8.174	4.507	8.367	3.734	5.946	3.777	4.960	8.528	5.422	6.814	7.071	4.247	4.479	5.876	5.327	6.156	25.203	32.572	49.160	10.055	10.813	8.974	9.300	7.049	7.937	7.053	11.253	7.195	8.391	27.060	24.519	26.363	42.894	32.648	33.568	4.465	16.452	22.800	20.923	5.327	1.747	1.223	6.220	6.309	2.346	0.086	6.985	1.927	0.477	1.904	1.600	1.063	1.274	2.787	0.434	2.573	5.499	8.809	7.004	5.166	6.465	7.093	5.962	11.240	11.625	10.841	11.030	9.342	10.315	8.757	10.580	5.316	3.864	5.234	3.748	2.181	2.203	1.877	3.123	0.749	0.729	0.990	1.035	5.807	5.202	5.631	4.870	7.064	6.516	8.720	4.905	8.603	13.214	9.395	7.795	2.277	3.143	2.646	2.138	2.379	3.592	19.732	15.396	21.600	12.797	17.032	14.494	11.387	12.578	15.335	21.630	4.691	2.126	2.783	5.009	1.131	2.869	0.886	3.327	2.440	2.357	0.971	0.386	0.902	0.906	11.155	15.778	4.296	9.640	5.412	5.228	2.891	3.664	5.056	3.849	0.943	3.143	2.888	1.296	14.603	21.177	12.017	12.215	5.359	6.851	6.901	8.636	10.618	12.489	16.218	9.674	2.147	3.480	6.528	1.707
LOC110913792	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.792	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.041	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.000	0.169	0.000	0.000	0.000	0.062	0.000	0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.076	0.000	0.000	0.082	0.252	0.000	0.000	0.000	0.000	0.000
LOC110914202	0.000	0.054	0.065	0.130	0.000	0.000	0.000	0.000	0.039	0.153	0.000	0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.175	0.064	0.296	0.326	0.116	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.065	0.000	0.059	0.000	0.000	0.055	0.048	0.000	0.123	0.000	0.000	0.000	0.117	0.000	0.000	0.000	0.000	0.000	0.000	0.066	0.000	0.000	0.000	0.000	0.059	0.000	0.000	0.000	0.000	0.000	0.229	0.000	0.000	0.000	0.063	0.000	0.000	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.063	0.189	0.000	0.000	0.000	0.000	0.000	0.000	0.125	0.000	0.000	0.053	0.000	0.000	0.123	0.000	0.000	0.000	0.000	0.000	0.000	0.173	0.067	0.000	0.065	0.123	0.201	0.179	0.000	0.000	0.000	0.134	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.121	0.000	0.300	0.000	11.288	5.910	7.438	1.617	0.119	1.259	10.285	0.000	2.997	0.631	4.618	6.225	26.359	0.000	0.000	0.000	0.070	0.000	0.000	0.071	0.000	0.054	0.000	0.000	0.150	0.051	0.194	0.000	0.000	0.000	0.024	0.052	0.026	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.000	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.000	0.020	0.000	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.062	0.000	0.000	0.000	0.042	0.000	0.055	0.000	0.025	0.024	0.027	0.022	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.062	0.062	0.022	0.071	0.063	0.000	0.185	0.203	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.053	0.000	0.057	0.000	0.000	0.027
LOC110912639	5.903	0.072	0.088	0.000	0.573	0.571	0.080	0.113	0.158	0.900	0.292	0.000	0.501	0.321	0.394	0.000	0.161	0.000	0.000	0.087	2.422	2.392	0.000	0.000	0.545	1.876	0.520	0.314	1.024	0.998	0.589	0.249	0.264	0.390	0.157	0.231	0.374	0.000	0.191	0.069	0.164	0.320	0.539	0.245	0.393	0.078	0.075	1.177	0.073	0.319	0.884	1.151	0.667	1.118	1.486	0.666	0.944	0.630	1.533	0.210	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.214	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.166	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.659	0.189	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.358	0.173	0.528	0.810	0.906	1.108	1.734	11.550	8.134	4.990	1.415	0.319	1.605	3.764	24.951	26.399	27.962	7.332	9.431	9.793	5.805	2.358	0.668	0.187	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.970	6.481	6.014	4.283	2.655	3.517	4.137	3.355	3.692	7.924	4.339	11.314	0.000	0.060	0.000	0.000	0.045	0.000	0.075	0.000	0.000	0.000	0.000	0.065	17.467	16.825	12.662	20.939	9.056	11.331	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.065	18.384	5.739	4.244	11.307	0.134	0.067	0.130	0.182	12.826	12.844	5.646	3.503	4.816	2.740	0.000	0.055	1.449	1.928	1.737	0.994	0.365	1.089	0.639	1.034	0.754	1.534	0.173	0.208	0.000	0.000	0.000	0.052	0.261	0.139	0.128	0.000	0.000	0.069	0.000	0.000	5.743	15.586	16.861	22.879
LOC110880175	15.413	2.072	21.225	9.047	3.613	4.851	2.385	512.925	381.658	591.307	171.181	6.143	242.032	53.862	815.530	977.838	519.260	170.122	786.131	240.407	5.694	9.587	7.549	46.355	2810.151	2624.916	3506.897	2159.483	3218.664	3241.791	1127.608	1487.400	1434.177	1995.338	2559.439	2800.779	3306.242	1060.310	1020.413	1652.900	1519.995	2186.294	1971.291	1641.600	2914.794	2723.925	2708.624	3298.463	2375.684	1955.094	1782.316	2469.972	980.899	2689.716	2250.091	2446.973	3017.820	3343.245	3045.043	3385.019	505.763	360.845	356.159	162.529	285.484	336.505	213.007	339.951	233.963	298.648	355.292	183.648	340.921	282.571	118.140	78.203	121.808	14.082	8.281	24.214	56.368	50.829	154.945	56.550	47.012	54.634	46.255	15.904	21.388	26.429	24.712	21.777	16.969	184.643	23.189	27.915	39.886	81.744	53.866	14.930	192.169	175.254	160.531	233.944	189.867	123.226	105.837	128.370	75.206	134.473	70.185	98.406	186.696	477.597	638.779	299.499	244.113	578.836	580.264	621.370	184.314	260.264	151.388	266.073	188.131	311.779	189.215	252.062	247.424	28.805	478.036	475.020	480.936	2.027	1.256	3.553	459.724	512.753	484.235	963.352	175.831	1125.506	1323.368	649.801	301.076	115.509	1266.381	1009.198	1088.327	4.534	32.169	58.617	24.688	1062.859	1026.492	1041.101	984.536	891.978	732.405	1044.762	767.175	829.645	804.194	679.768	704.141	3258.325	2988.355	2734.376	2329.379	3326.126	3282.173	3063.476	3013.641	2043.165	2192.325	2595.848	2408.101	876.884	869.996	838.441	860.138	927.365	788.174	891.906	1051.218	686.963	621.759	832.686	817.453	2179.962	2336.622	2755.768	2852.677	3760.381	4140.053	729.197	712.457	906.530	664.230	638.799	706.819	781.497	658.703	473.784	427.799	3748.030	3401.476	2617.803	4225.497	1428.658	2310.343	1385.922	2162.937	4001.816	4057.524	2656.325	2593.777	2786.366	2796.883	576.017	424.220	3568.242	4063.889	3921.121	4302.803	2663.589	3659.672	3463.232	3822.824	1947.543	2670.661	2920.443	2549.370	712.844	870.796	694.711	894.103	529.948	758.726	721.109	634.773	467.800	474.231	503.213	345.670	5406.616	3461.896	3283.444	4849.779
LOC110916291	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.148	0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	252.633	295.410	430.508	290.691	385.908	339.416	37.001	109.736	19.594	160.949	193.463	189.072	347.592	64.442	41.911	71.359	157.257	218.501	232.010	111.528	224.540	184.770	251.101	293.889	330.813	137.747	82.785	245.186	9.295	202.008	283.398	163.146	333.350	428.239	365.729	435.401	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.070	0.000	0.000	0.000	0.000	0.000	0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.171	0.000	0.080	0.070	0.000	0.556	0.093	0.000	18.669	63.054	28.288	62.317	0.073	166.795	296.732	99.074	61.482	21.277	153.863	57.438	188.374	0.000	0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.920	21.548	15.665	11.096	11.194	21.960	9.790	15.613	9.887	9.849	46.724	3.475	0.000	0.000	0.000	0.056	0.000	0.000	0.277	0.066	0.000	0.000	0.000	0.000	7.483	11.988	12.558	22.001	29.005	56.072	0.000	0.000	0.044	0.000	0.000	0.205	0.000	0.000	0.046	0.000	6.875	11.677	77.768	44.274	26.939	14.979	4.326	5.544	53.201	67.694	12.592	5.179	15.430	3.282	0.000	0.000	5.262	17.718	12.504	11.038	47.334	7.027	14.532	10.583	2.935	14.284	7.106	7.406	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	13.031	3.123	4.877	1.459
LOC110916097	0.734	0.430	0.393	0.196	1.161	1.279	0.000	12.019	9.128	13.595	8.547	0.385	8.707	6.467	8.703	9.558	7.925	1.313	2.258	0.389	0.525	0.446	1.068	1.500	49.445	49.751	56.624	49.153	105.526	100.532	15.080	24.433	4.722	31.894	50.102	52.678	99.865	17.985	16.808	17.951	31.676	25.395	36.736	27.193	41.273	46.101	78.423	91.982	54.699	30.944	30.230	42.841	6.596	37.221	60.585	42.633	58.856	86.015	146.277	108.325	4.192	2.289	2.468	2.071	10.745	7.296	8.190	2.349	3.492	2.289	5.081	2.765	2.211	4.035	1.644	1.438	0.827	0.630	0.063	0.305	1.953	2.703	3.684	2.922	0.662	0.502	0.787	0.948	1.755	0.360	6.523	3.316	3.024	2.686	3.570	4.254	2.689	5.976	3.185	4.836	2.809	4.433	3.265	1.612	3.339	1.303	1.160	0.779	1.877	0.544	1.275	1.339	2.339	2.124	2.438	1.762	3.298	1.899	2.399	2.429	5.455	3.610	2.264	2.869	3.817	3.999	10.327	11.102	13.072	1.074	1.941	2.197	1.935	0.376	0.075	0.059	8.833	25.727	13.827	34.708	2.321	58.065	81.238	41.040	28.634	7.115	56.680	19.844	70.189	1.176	2.803	2.106	3.563	3.911	2.718	4.058	4.126	5.914	6.101	6.495	6.917	5.077	3.344	3.938	4.070	6.662	16.579	11.417	8.019	9.067	14.673	10.006	12.101	5.700	4.995	20.483	6.248	4.419	5.016	3.302	5.115	4.275	4.375	4.774	6.472	3.615	4.144	4.013	4.444	5.177	13.251	10.365	17.113	25.072	46.682	7.780	3.980	4.745	6.154	5.725	5.208	3.362	4.524	2.635	2.748	4.530	25.109	69.822	30.591	11.723	7.889	3.117	5.470	46.479	50.433	9.385	5.919	11.046	5.471	4.703	3.013	6.883	14.143	12.767	9.471	18.585	9.363	13.256	8.329	3.232	9.443	7.088	7.732	6.462	5.708	5.451	3.009	3.020	3.113	2.583	4.415	2.093	2.735	2.369	1.099	9.762	3.727	5.042	2.927
