gene_id	SRR17624338	SRR17624339	SRR17624340	SRR17624341	SRR17624342	SRR17624343	SRR17624344	SRR17624345	SRR17624346	SRR17624347	SRR17624348	SRR17624349	SRR17624350	SRR17624351	SRR17624352	SRR17624353	SRR17624354	SRR17624355	SRR17624356	SRR17624357	SRR17624358	SRR17624359	SRR17624360	SRR17624361	SRR19745122	SRR19745123	SRR19745124	SRR19745125	SRR19745126	SRR19745127	SRR19745128	SRR19745129	SRR19745130	SRR19745131	SRR19745132	SRR19745133	SRR19745134	SRR19745135	SRR19745136	SRR19745137	SRR19745138	SRR19745139	SRR19745140	SRR19745141	SRR19745142	SRR19745143	SRR19745144	SRR19745145	SRR19745146	SRR19745147	SRR19745148	SRR19745149	SRR19745150	SRR19745151	SRR19745152	SRR19745153	SRR19745154	SRR19745155	SRR19745156	SRR19745157	SRR21049834	SRR21049835	SRR21049836	SRR21049837	SRR21049838	SRR21049839	SRR21049840	SRR21049841	SRR21049842	SRR21049843	SRR21049844	SRR21049845	SRR21049846	SRR21049847	SRR21049848	SRR21049849	SRR21049850	SRR21049851	SRR21049852	SRR21049853	SRR21049854	SRR21049855	SRR21049856	SRR21049857	SRR21049858	SRR21049859	SRR21049860	SRR21049861	SRR21049862	SRR21049863	SRR21049864	SRR21049865	SRR21049866	SRR21049867	SRR21049868	SRR21049869	SRR21049870	SRR21049871	SRR21049872	SRR21049873	SRR21049874	SRR21049875	SRR21049876	SRR21049877	SRR21049878	SRR21049879	SRR21049880	SRR21049881	SRR21049882	SRR21049883	SRR21049884	SRR21049885	SRR21049886	SRR21049887	SRR21049888	SRR21049889	SRR21049890	SRR22540857	SRR22540858	SRR22540859	SRR22540860	SRR22540861	SRR22540862	SRR22540863	SRR22540864	SRR22540865	SRR22540866	SRR22540867	SRR22540868	SRR26867805	SRR26867806	SRR26867807	SRR26867808	SRR26867809	SRR26867810	SRR26867811	SRR26867812	SRR26867813	SRR26867814	SRR26867815	SRR26867816	SRR26867817	SRR26867818	SRR26867819	SRR26867820	SRR26867821	SRR26867822	SRR26867823	SRR26867824	SRR26867825	SRR26867826	SRR26867827	SRR26867828	SRR7882951	SRR7882950	SRR7882952	SRR7882953	SRR7882954	SRR7882955	SRR7882956	SRR7882957	SRR7882958	SRR7882959	SRR7882960	SRR7882961	SRR7882978	SRR7882979	SRR7882976	SRR7882977	SRR7882974	SRR7882975	SRR7882972	SRR7882973	SRR7882985	SRR7882984	SRR7882983	SRR7882982	SRR7882969	SRR7882968	SRR7882971	SRR7882970	SRR7882965	SRR7882964	SRR7882967	SRR7882966	SRR7882963	SRR7882962	SRR7882980	SRR7882981	SRR7882989	SRR7882988	SRR7882987	SRR7882986	SRR7882991	SRR7882990	SRR7882992	SRR7882993	SRR7882994	SRR7882995	SRR7882996	SRR7882997	SRR7882998	SRR7882999	SRR7883000	SRR7883001	SRR7882949	SRR7882948	SRR7882947	SRR7882946	SRR7882945	SRR7882944	SRR7882943	SRR7882942	SRR7883014	SRR7883015	SRR7883016	SRR7883017	SRR7883012	SRR7883013	SRR7883006	SRR7883007	SRR7883023	SRR7883022	SRR7883025	SRR7883024	SRR7883027	SRR7883026	SRR7883030	SRR7883031	SRR7883028	SRR7883029	SRR7883034	SRR7883035	SRR7883008	SRR7883009	SRR7883002	SRR7883003	SRR7883004	SRR7883005	SRR7883010	SRR7883011	SRR7883019	SRR7883018	SRR7883021	SRR7883020	SRR7883032	SRR7883033	SRR7883036	SRR7883037
LOC110891299	2.120	3.591	0.973	0.403	0.000	0.000	0.074	0.234	0.146	0.529	0.378	0.068	2.973	0.074	0.073	1.726	0.817	2.978	1.556	4.811	7.645	0.079	0.147	0.323	511.002	968.432	476.656	538.083	353.425	321.125	274.283	544.021	153.246	637.141	708.823	772.129	311.037	516.213	599.042	752.937	661.322	1309.520	921.830	452.783	805.374	636.216	796.014	438.949	800.863	568.190	649.933	367.276	213.433	262.486	370.016	168.590	549.580	720.929	455.631	696.695	3.388	3.893	2.130	0.711	1.430	1.118	0.000	0.076	0.000	0.149	0.566	0.073	40.823	1.214	9.414	12.003	2.440	0.312	0.625	0.151	0.690	0.326	0.331	0.868	0.149	1.008	1.298	0.345	0.263	0.297	0.139	0.076	0.000	1.315	0.000	0.140	0.000	0.246	1.289	2.243	3.165	1.129	0.991	1.412	0.664	0.691	0.378	0.321	1.078	4.040	0.175	1.573	1.721	2.560	9.187	2.833	1.645	84.808	96.109	96.906	221.389	354.891	212.339	18.929	14.965	24.378	31.810	60.591	49.963	0.443	1.280	1.045	1.346	0.465	0.930	0.218	27.883	38.583	26.948	76.024	0.515	60.517	69.792	1595.595	1389.244	1166.496	1708.075	1010.714	2017.982	0.383	0.968	0.480	0.086	6.005	7.495	6.032	5.916	10.375	8.023	6.777	3.286	14.590	11.832	5.751	15.624	470.912	528.369	766.154	569.459	501.995	509.970	337.225	355.609	251.338	280.205	452.317	183.990	4.240	3.933	4.085	6.831	5.454	3.296	3.890	8.535	17.077	6.764	14.682	13.802	329.218	506.483	592.357	696.154	706.994	1041.135	17.275	5.328	10.905	6.767	5.640	2.673	9.896	4.830	11.844	2.385	136.516	744.534	460.411	259.953	898.042	200.387	118.377	543.977	937.036	952.669	781.156	563.680	528.447	517.984	12.566	7.353	562.048	191.539	832.905	260.666	74.921	230.130	406.816	394.190	272.892	257.929	251.444	254.227	7.267	2.922	3.504	12.550	1.386	6.932	22.368	5.718	6.343	4.276	1.367	17.854	79.228	96.541	391.436	204.996
LOC110894233	0.802	0.128	0.625	0.233	0.364	1.160	0.143	66.759	26.341	70.457	24.987	0.851	51.673	7.348	88.685	33.828	18.810	0.521	10.797	0.772	0.069	0.304	0.919	5.207	471.296	970.510	742.932	647.311	569.153	493.632	296.116	428.576	452.055	481.390	488.193	485.545	443.735	512.563	524.167	762.767	468.624	759.242	896.004	737.831	943.206	828.021	694.212	757.030	1039.037	532.886	282.669	642.131	599.381	385.220	468.296	255.387	648.449	639.112	325.400	766.258	59.326	37.428	26.046	12.197	15.878	7.692	4.992	3.020	3.371	5.740	15.192	14.019	58.330	12.601	14.724	11.988	14.931	0.000	0.075	0.799	0.748	0.864	25.617	3.760	1.864	0.747	1.172	0.066	0.760	0.929	1.206	0.805	0.588	40.728	1.856	1.892	2.038	19.302	12.002	7.041	21.266	25.319	14.897	36.961	9.519	18.695	5.601	9.363	7.907	7.133	5.064	11.803	25.081	51.064	149.401	43.583	54.503	19.602	21.606	23.784	13.300	12.995	7.839	24.903	21.041	29.857	22.162	27.792	30.568	2.474	56.804	65.108	75.716	0.179	0.627	0.000	139.823	163.005	51.435	149.117	26.093	224.865	231.950	183.380	113.611	82.975	482.050	425.757	361.095	0.369	1.087	12.612	3.329	147.911	146.205	150.865	132.778	100.493	67.965	116.808	53.562	79.053	88.887	70.810	79.189	1146.372	1041.371	1013.033	985.722	811.170	1159.099	961.949	783.295	774.993	760.455	698.987	896.527	118.476	109.377	122.209	111.737	123.429	119.833	114.407	127.699	96.891	36.949	75.681	73.080	510.169	514.118	475.281	362.201	214.175	341.785	205.462	255.370	284.459	218.947	117.080	98.863	110.776	112.079	70.473	33.194	224.319	251.451	417.831	323.043	544.980	634.484	431.753	675.065	235.904	278.889	1006.406	759.870	952.688	990.277	71.606	41.759	1098.805	1797.985	1378.468	1557.851	817.231	971.184	976.527	1193.201	839.940	849.459	1124.050	938.103	242.430	256.770	211.344	325.782	120.404	101.625	151.588	81.179	60.647	63.123	55.438	59.397	1195.847	659.466	966.606	894.106
LOC110892775	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.147	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.034	0.000	0.028	0.000	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.046	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.050	0.044	0.000
LOC110894830	1.139	1.689	29.519	10.697	1.992	0.921	0.000	0.147	0.183	0.391	16.898	11.574	17.344	15.122	4.174	1.461	1.747	8.149	11.711	6.790	0.068	1.039	8.770	16.398	2.569	2.347	3.804	2.383	7.183	8.857	0.146	3.239	0.153	1.084	0.752	0.802	2.925	0.510	0.055	0.597	0.143	0.070	0.201	0.850	0.478	0.407	0.587	3.579	0.946	1.039	1.885	0.692	1.521	2.331	1.494	3.663	1.094	2.532	4.238	2.186	4.163	6.593	5.009	6.292	6.727	4.508	7.241	1.943	3.363	2.313	2.069	1.506	2.761	0.761	1.842	3.416	1.407	12.973	5.000	7.168	49.020	34.141	0.780	17.276	33.823	20.798	20.907	9.473	14.976	25.540	8.180	7.932	5.817	1.237	1.586	1.386	1.308	0.773	1.685	2.657	0.145	0.531	0.000	0.313	0.625	0.217	0.284	1.058	0.468	0.158	2.143	2.337	1.619	2.028	4.553	0.273	2.105	2.864	3.531	4.064	6.149	3.744	0.823	6.440	5.647	7.977	17.590	22.610	21.571	0.167	5.346	4.655	5.278	0.874	0.875	3.697	13.404	21.814	4.598	1.065	0.208	1.027	1.271	51.228	47.385	24.289	2.881	9.050	13.132	0.072	0.607	0.581	0.488	0.157	0.085	0.000	0.109	0.313	0.895	0.526	0.408	0.060	0.226	0.049	0.000	0.673	1.924	0.664	0.793	2.364	3.306	3.613	2.742	3.180	3.152	3.874	7.351	0.096	0.104	0.000	0.000	0.466	0.370	0.588	0.622	0.000	0.249	0.050	0.000	3.306	3.521	3.666	4.174	3.385	4.857	0.562	0.698	0.041	0.306	0.943	1.354	3.643	1.298	0.734	0.561	11.535	5.306	2.935	8.932	2.269	12.115	0.872	5.891	4.905	3.856	2.725	2.675	5.402	5.444	1.040	0.805	2.154	2.573	3.200	3.002	6.527	8.733	11.632	10.993	6.819	8.378	10.848	7.012	0.342	0.229	0.450	0.763	1.871	0.664	1.113	0.363	0.183	0.300	0.000	0.341	14.130	11.724	22.732	19.936
LOC110896719	2.288	0.000	0.000	0.000	0.245	0.325	0.160	0.168	0.105	0.694	0.000	0.000	0.000	0.000	0.079	0.093	0.241	0.000	0.000	0.000	5.996	1.959	0.000	0.000	0.388	0.524	0.296	0.469	0.146	0.142	0.000	0.000	0.000	0.311	0.000	0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.156	0.000	0.440	0.000	0.000	0.401	0.177	0.332	0.743	0.156	0.000	0.471	0.079	0.139	0.279	0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.072	0.000	0.000	0.000	0.000	1.262	0.337	0.244	0.279	0.352	0.179	0.546	0.000	0.335	0.438	0.149	0.213	0.160	0.225	0.328	0.000	0.149	0.000	0.076	0.000	0.000	0.000	0.000	0.000	0.261	0.000	0.269	0.080	0.000	0.000	0.000	0.179	0.000	0.000	0.000	0.000	0.291	0.757	0.235	0.426	0.000	0.754	0.406	0.000	0.000	0.000	0.274	0.259	0.763	0.000	0.000	0.000	0.383	2.246	1.881	2.423	0.000	0.301	0.000	0.283	0.811	0.075	2.256	0.795	0.421	0.938	0.362	0.617	0.633	0.000	0.269	0.095	0.992	0.261	0.370	0.000	0.300	0.589	0.095	0.501	0.646	1.028	0.905	1.673	1.027	0.779	0.559	0.562	0.000	0.032	0.000	0.105	0.033	0.078	0.113	0.066	0.063	0.000	0.200	0.000	0.496	0.419	0.290	0.121	1.249	1.275	0.525	1.072	0.976	0.628	1.311	0.839	0.084	0.000	0.064	0.059	0.055	0.147	0.000	0.073	0.000	0.000	0.000	0.000	0.103	0.000	0.099	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.060	0.109	0.027	0.038	0.000	0.102	0.063	0.000	0.000	0.000	0.000	0.000	0.056	0.000	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.057	0.103	0.000	0.000	0.256	0.000	0.000	0.000	0.000	0.147	0.000	0.000	0.000	0.000
LOC110895309	7.377	3.181	16.448	1.857	6.899	7.139	1.706	27.492	14.961	29.560	17.155	1.927	35.591	4.068	49.230	15.673	16.052	6.115	30.821	4.546	2.236	3.354	6.048	3.074	2.865	2.579	1.336	1.090	1.377	1.983	10.466	6.643	7.762	3.125	2.188	2.455	2.326	5.348	2.922	7.138	0.807	1.964	1.764	3.467	2.766	3.640	2.762	3.370	3.861	2.674	7.887	3.912	8.864	4.146	2.367	4.781	2.575	2.255	6.042	3.831	15.679	25.022	14.275	10.337	7.452	3.113	3.548	2.304	4.619	3.762	2.672	6.963	16.605	5.079	2.068	3.873	2.928	2.692	1.454	3.074	9.553	10.837	10.864	19.790	10.946	11.545	9.484	5.071	6.585	5.914	10.845	6.258	6.695	19.069	2.774	2.486	4.178	8.514	14.847	10.009	24.281	18.575	11.813	21.856	5.358	18.760	8.163	9.538	6.979	11.632	6.754	8.069	10.323	17.547	28.641	12.677	14.982	7.552	5.104	4.908	2.335	3.612	1.938	7.262	7.302	11.580	10.792	12.001	12.960	3.296	59.058	41.614	81.842	4.281	2.142	3.997	2.013	3.825	4.762	3.934	13.892	3.109	3.164	1.113	3.543	2.512	11.066	13.297	3.811	2.713	2.929	10.143	2.526	11.773	13.360	11.974	13.668	6.481	6.866	10.027	4.449	8.373	12.953	7.436	8.048	19.300	26.559	18.397	19.297	19.329	26.877	33.985	19.593	23.257	25.953	21.098	37.018	12.853	8.343	15.236	9.177	13.213	17.217	10.031	10.551	9.692	2.622	6.643	6.352	18.922	14.087	12.175	8.612	5.746	8.787	2.754	4.660	4.074	3.113	8.605	4.978	8.301	5.230	8.378	3.434	24.497	17.871	10.112	14.696	15.476	31.570	13.400	22.427	6.020	6.220	47.006	28.589	40.175	37.315	11.699	5.755	38.348	57.468	44.397	71.836	27.269	30.219	35.531	41.405	30.073	37.575	42.366	33.947	3.809	3.182	10.160	9.934	15.105	8.643	14.521	2.618	3.841	2.940	4.615	5.379	75.257	20.496	56.754	47.784
LOC110897890	737.254	431.526	533.392	468.565	587.644	917.783	856.408	1119.504	979.968	1107.801	1164.757	551.868	1193.702	1121.265	529.746	600.716	680.308	407.250	695.622	419.763	959.850	887.683	735.931	548.113	1421.267	1166.388	899.198	773.900	1217.394	1090.863	487.992	1071.238	879.661	1270.467	1371.112	1341.840	1104.127	1434.777	2116.407	1633.831	859.234	1356.509	1059.192	980.166	1520.783	1441.350	1569.414	1143.091	1547.554	1507.124	803.145	1726.891	1217.680	1097.956	1581.909	671.233	1560.606	1553.488	1399.254	1614.567	731.931	514.657	638.356	502.790	1094.949	1154.383	1340.330	1169.577	1010.040	1140.721	1029.823	398.456	901.544	959.665	335.851	174.654	196.844	207.276	127.638	241.566	319.639	300.997	367.874	273.307	123.807	148.561	170.685	126.507	169.174	146.168	211.396	179.996	184.643	397.733	167.330	169.275	179.165	1082.259	1428.005	1172.963	1740.522	1434.478	1545.858	705.268	382.537	612.713	636.721	445.602	523.039	439.121	253.270	290.416	400.347	540.087	722.623	354.013	398.731	377.406	382.553	372.174	167.420	196.289	167.283	658.340	674.301	732.608	485.007	521.662	536.680	196.895	522.638	488.819	451.481	65.581	45.384	42.482	527.894	720.640	677.595	738.381	279.267	927.706	1182.347	786.068	646.143	613.862	992.631	738.012	1213.420	102.368	208.035	213.476	202.474	980.834	949.892	961.988	922.856	1118.836	1085.627	1191.426	1084.678	448.880	446.275	341.126	400.666	1008.962	1095.202	1385.429	954.796	1413.364	1482.171	1196.656	1144.604	733.776	693.037	968.770	622.387	803.862	774.048	787.637	761.023	856.337	765.054	811.331	885.783	453.289	454.143	526.343	500.467	557.396	674.457	786.058	838.932	1178.939	1572.974	738.692	740.052	824.507	741.868	923.194	931.023	877.244	902.882	301.320	259.726	1027.063	1210.093	2290.187	1710.893	1109.990	873.081	839.876	822.978	1297.781	1359.700	928.947	788.213	833.644	752.867	324.128	270.201	1317.735	1582.745	1481.652	1493.641	1513.971	1257.379	1408.423	1464.691	1034.042	1095.392	1201.935	1084.739	736.758	814.567	673.605	846.697	636.186	751.759	819.313	816.233	271.328	296.373	340.820	277.702	1076.723	1039.048	1003.539	774.511
LOC110898014	31.365	12.260	43.719	22.861	13.866	10.152	8.589	202.552	94.939	315.803	189.752	32.743	206.383	111.820	270.806	172.545	211.336	24.618	346.763	49.678	19.374	14.934	20.809	57.908	0.000	0.206	0.068	0.143	0.871	0.392	0.000	0.152	0.000	0.000	0.000	0.141	0.068	0.000	0.292	0.000	0.000	0.073	0.000	0.075	0.072	0.071	0.000	0.067	0.133	0.000	0.000	0.649	0.000	0.000	0.215	0.068	0.072	0.144	0.319	0.960	273.027	226.082	145.436	62.132	309.595	217.068	230.183	95.896	142.039	145.844	282.202	138.298	241.862	258.595	55.543	61.621	88.068	3.012	3.873	8.076	11.116	14.469	263.086	17.915	12.764	12.225	5.869	9.639	13.041	11.028	12.824	27.329	13.014	301.805	14.486	12.310	13.965	19.296	16.470	11.446	17.219	54.356	13.067	161.142	149.439	96.058	39.677	38.945	37.566	23.110	81.389	152.256	171.012	210.362	397.910	156.534	311.856	33.625	40.235	34.160	17.660	25.306	18.133	152.532	99.950	168.623	98.953	142.838	144.503	24.149	363.006	371.188	289.475	10.961	8.390	5.194	0.347	0.186	0.277	0.086	186.532	0.232	0.096	0.664	0.283	0.775	0.240	0.658	0.435	9.411	28.377	123.418	52.083	262.637	316.674	268.307	305.115	207.720	167.334	283.385	186.465	147.827	182.161	161.785	122.917	1.052	1.282	1.304	0.386	0.486	0.432	0.765	0.152	0.635	0.457	0.441	0.365	275.884	235.748	251.139	265.309	251.045	316.121	304.433	258.341	235.284	149.236	164.688	205.870	0.271	0.509	0.265	0.271	0.025	0.034	253.597	276.875	320.301	256.565	237.156	167.167	257.838	206.774	157.671	132.462	0.000	0.052	0.113	0.234	0.092	0.520	0.296	0.434	0.082	0.067	0.774	1.022	1.168	1.411	140.478	145.911	1.504	1.304	0.877	4.636	0.565	1.709	0.748	0.897	0.205	0.373	0.579	0.729	239.195	283.948	288.418	300.353	233.396	227.772	250.220	185.638	166.667	149.549	154.460	114.048	2.037	0.609	0.633	1.679
LOC110898128	0.082	0.359	0.262	0.000	0.082	0.000	0.000	2.831	2.309	2.486	2.443	0.147	4.775	1.038	0.706	0.186	0.801	0.219	1.076	0.000	0.000	0.000	0.871	0.348	1.938	2.093	1.996	0.156	2.405	1.562	0.168	0.248	1.225	0.544	0.627	1.150	1.714	0.805	0.508	0.342	0.082	0.319	0.690	0.162	0.392	0.155	0.897	2.198	0.362	0.079	0.800	0.706	0.498	2.152	2.803	0.368	2.116	2.431	2.776	1.879	0.075	0.076	0.383	0.614	4.717	2.756	3.388	0.660	0.643	0.482	0.271	0.471	0.216	0.291	0.000	0.000	0.255	0.756	0.674	0.407	2.140	1.847	0.447	0.702	0.161	0.251	0.700	1.116	1.135	0.480	0.900	0.901	1.235	1.194	1.126	0.303	0.391	0.266	0.077	0.000	0.083	0.957	0.164	0.000	0.398	0.000	0.000	0.173	0.000	0.091	0.000	0.179	1.096	0.363	0.303	0.078	0.568	0.281	0.188	0.101	0.000	0.733	0.000	0.000	0.259	0.953	0.547	0.700	0.000	1.051	2.158	2.180	4.437	0.000	0.000	0.314	1.320	2.227	1.882	2.724	0.159	3.112	5.414	0.090	0.616	0.422	1.478	0.984	0.568	1.651	3.218	0.739	0.652	3.358	3.282	3.086	3.503	1.793	1.173	2.487	1.471	1.095	0.778	1.006	1.123	0.692	0.811	0.692	0.629	2.115	2.849	1.463	2.084	1.760	1.989	2.200	2.137	3.691	3.286	3.304	2.295	1.827	2.706	3.596	2.212	1.642	1.254	1.367	1.675	0.926	0.976	1.027	0.620	0.792	0.916	2.772	2.909	2.078	2.386	1.487	1.922	3.300	2.646	1.386	1.158	0.462	0.453	0.903	0.729	1.334	1.266	0.709	1.525	0.867	0.797	2.037	2.415	3.239	2.149	1.004	1.249	0.527	0.473	1.014	0.801	1.899	1.550	1.344	1.843	1.335	1.715	1.490	1.897	2.678	1.904	2.176	2.933	2.014	2.838	2.297	2.217	1.745	0.895	0.983	0.977	0.630	0.573	0.503	0.358
LOC110898466	1.354	0.149	3.353	0.090	1.606	3.198	0.248	67.623	19.037	13.303	21.460	0.228	94.081	3.725	12.437	7.427	7.303	0.378	5.440	3.764	0.081	0.176	1.641	2.074	393.255	386.327	407.090	275.195	266.467	306.279	137.328	201.637	157.756	333.742	361.412	364.433	370.696	249.684	230.444	178.887	237.365	795.147	339.592	168.954	525.029	327.836	263.677	322.031	290.400	376.853	267.574	243.662	188.122	218.436	249.001	134.897	420.457	391.673	439.308	373.943	4.868	7.041	7.378	6.202	63.551	13.656	12.463	9.402	11.154	11.656	10.465	5.856	72.460	12.136	2.020	4.472	1.583	2.264	0.262	0.674	3.374	4.466	5.742	1.697	0.166	1.300	2.357	1.002	1.691	2.736	4.975	2.462	2.645	8.122	1.795	2.509	3.446	5.875	7.284	4.549	2.502	7.661	2.384	6.870	4.451	4.202	5.655	7.184	4.171	1.599	3.428	4.720	3.584	5.120	11.757	6.007	9.708	4.472	3.219	2.414	1.767	2.495	3.521	14.544	8.407	17.768	7.753	23.747	17.975	4.752	8.050	9.814	11.035	0.104	0.312	0.163	21.491	30.635	21.924	50.024	9.133	65.454	44.771	58.139	33.731	22.624	105.736	77.664	77.900	0.770	2.073	2.069	0.773	25.541	26.196	20.863	18.993	22.669	20.667	24.205	11.918	21.268	21.017	16.098	18.043	106.023	129.384	109.622	109.873	113.875	124.359	92.697	122.110	129.537	84.687	114.135	82.199	23.523	21.361	22.405	24.531	25.719	26.558	31.211	29.135	18.128	8.918	18.356	15.091	99.368	115.050	103.093	135.820	99.930	115.554	9.486	7.913	7.195	5.745	9.174	7.659	7.427	8.397	5.336	3.599	59.782	52.683	96.098	89.036	48.100	106.780	53.654	90.595	106.222	95.889	123.047	115.069	140.134	124.048	6.957	6.304	93.967	139.256	89.885	118.813	115.990	67.541	92.470	136.540	96.144	102.559	76.785	93.694	8.933	10.749	18.336	12.532	12.524	5.882	6.349	8.114	3.616	5.064	4.512	4.254	138.089	68.889	111.801	112.174
LOC110899589	0.612	0.000	0.291	0.072	0.272	0.000	0.133	0.934	0.087	0.543	1.018	0.000	1.840	1.996	0.523	0.388	0.267	0.304	0.323	0.360	0.194	0.000	0.132	0.145	1.743	1.432	0.554	0.130	3.035	1.360	0.559	0.687	1.166	1.617	0.914	0.958	2.917	0.975	1.376	0.513	0.409	1.926	0.831	1.217	2.218	1.490	1.992	12.572	1.566	1.984	1.666	0.147	1.798	2.659	13.946	0.859	2.937	4.966	15.493	0.580	1.242	0.827	0.000	0.192	0.302	0.646	0.353	0.412	0.201	0.201	0.000	0.065	0.000	0.061	0.000	0.333	0.212	0.000	0.000	0.000	0.775	0.147	0.521	0.909	0.134	0.070	0.146	0.434	0.236	0.133	0.000	0.000	0.000	0.560	0.216	0.126	0.978	0.812	0.193	0.075	0.416	0.869	0.274	0.075	0.066	0.896	0.407	0.289	0.075	0.302	0.079	1.413	0.141	1.090	0.378	0.522	1.064	0.234	0.627	0.928	0.000	0.000	0.000	0.152	0.000	0.873	0.000	3.335	0.615	0.239	0.431	0.250	0.134	2.421	0.167	0.000	2.277	0.590	1.568	0.626	0.265	2.312	0.694	0.527	1.369	0.088	2.172	0.224	1.735	5.641	0.290	2.772	1.553	0.050	0.082	0.040	0.052	0.179	0.061	0.000	0.056	0.228	0.043	0.000	0.052	2.327	0.432	0.721	0.116	0.881	0.152	0.056	0.248	0.340	0.193	0.233	0.076	0.229	0.000	0.145	0.000	0.074	0.088	0.125	0.119	0.000	0.000	0.047	0.054	0.210	0.198	0.187	0.320	0.637	0.427	0.000	0.000	0.236	0.058	0.000	0.000	0.129	0.000	0.000	0.107	0.030	0.141	0.103	0.212	0.139	0.083	0.054	0.000	0.274	0.241	0.090	0.160	0.159	0.057	0.000	0.000	0.023	0.070	0.969	0.039	0.233	0.077	0.324	0.587	0.440	0.000	0.000	0.489	0.000	0.055	0.000	0.000	0.054	0.058	0.000	0.173	0.000	0.000	0.000	0.041	0.483	0.251	0.000	0.030
LOC110899592	0.816	0.717	1.748	1.087	0.883	1.353	0.599	2.499	1.574	1.562	2.908	1.771	5.224	3.460	2.875	2.171	0.534	1.520	2.043	1.585	0.907	1.205	1.253	0.580	12.978	11.394	18.410	2.601	33.081	16.974	3.980	5.774	5.685	7.826	6.593	8.810	46.242	9.445	12.329	8.322	4.093	9.761	2.939	5.476	9.656	5.959	8.030	57.060	7.952	6.812	5.799	5.731	9.819	4.885	120.711	4.296	11.880	41.751	122.381	45.288	1.739	2.608	1.594	1.662	2.267	1.866	2.399	2.474	2.141	2.945	0.847	2.419	1.618	1.151	1.150	0.865	0.848	1.190	0.843	0.881	2.868	1.758	1.638	1.948	2.474	3.624	1.603	1.177	1.655	1.266	0.812	0.546	0.686	3.047	0.721	0.946	0.869	1.328	1.480	0.821	2.150	3.043	1.985	2.463	1.458	1.585	2.103	2.166	1.118	2.798	1.338	3.050	1.967	2.058	2.457	3.328	2.542	2.266	2.431	2.953	0.852	1.308	1.022	1.594	3.811	1.666	1.292	4.085	3.997	1.194	1.079	1.503	1.075	2.004	1.254	0.327	3.455	3.205	2.697	4.694	1.257	3.713	6.591	2.183	2.053	1.318	4.199	2.682	4.811	2.408	1.377	2.156	0.854	0.350	0.612	0.633	0.156	1.075	0.672	0.753	0.780	0.285	0.389	0.233	0.468	0.953	2.296	5.075	1.980	4.543	1.894	1.388	1.130	2.618	0.967	1.666	1.145	1.377	1.195	0.676	0.654	1.336	1.149	1.186	1.189	0.598	0.142	0.807	0.483	1.614	1.978	2.673	2.878	4.416	3.509	0.161	0.242	0.748	0.351	0.507	0.493	0.215	0.620	0.124	0.107	1.007	1.013	4.751	5.464	0.694	0.416	0.537	0.272	2.317	2.747	0.995	1.022	1.032	0.881	0.209	0.045	0.832	0.765	6.162	0.825	0.768	0.465	0.766	4.312	0.533	2.026	0.239	5.086	0.272	0.547	0.525	0.815	0.920	0.346	0.478	0.404	0.116	0.229	0.176	0.122	3.546	1.381	0.640	0.597
