kME	gene_id	is_aquaporin	module
0.927440381806726	LOC110897890	TRUE	lightyellow
0.913989147538718	LOC110942140	FALSE	lightyellow
0.911602120653383	LOC110884738	FALSE	lightyellow
0.907624966018516	LOC110891308	FALSE	lightyellow
0.904867743682364	LOC110916009	FALSE	lightyellow
0.897679597082467	LOC110937631	FALSE	lightyellow
0.89528274587872	LOC110895457	FALSE	lightyellow
0.894892959991671	LOC110878160	FALSE	lightyellow
0.894268302110946	LOC110915059	FALSE	lightyellow
0.887461308549913	LOC110941208	FALSE	lightyellow
0.88577453350147	LOC110922922	FALSE	lightyellow
0.884060005219838	LOC110916802	FALSE	lightyellow
0.883857727204061	LOC110942347	FALSE	lightyellow
0.879853291672041	LOC110879538	FALSE	lightyellow
0.87316792045433	LOC110865696	FALSE	lightyellow
0.869098348120212	LOC110926163	FALSE	lightyellow
0.868885800083601	LOC110935819	FALSE	lightyellow
0.965790042929522	LOC110912755	FALSE	purple
0.959941626274921	LOC110899230	FALSE	purple
0.959154831599352	LOC110898367	FALSE	purple
0.957079977791241	LOC110908839	FALSE	purple
0.952727019466745	LOC110941445	FALSE	purple
0.95166167049793	LOC110864733	FALSE	purple
0.948027360290876	LOC110912794	FALSE	purple
0.945875681019093	LOC110877559	FALSE	purple
0.945336845290844	LOC110940201	FALSE	purple
0.942564769906239	LOC110879049	FALSE	purple
0.939487036841235	LOC110884649	FALSE	purple
0.937205224533448	LOC110894730	FALSE	purple
0.933674877432776	LOC110909163	FALSE	purple
0.928006454948108	LOC110890083	FALSE	purple
0.927919671347602	LOC110868858	FALSE	purple
0.927430965857536	LOC110908138	FALSE	purple
0.926771601338086	LOC110930222	FALSE	purple
0.92649917561731	LOC110940961	FALSE	purple
0.926233367762809	LOC110930030	FALSE	purple
0.924272058442949	LOC110929103	FALSE	purple
0.953388870940883	LOC110935511	FALSE	cyan
0.947852496266416	LOC110936810	FALSE	cyan
0.946734469099402	LOC110899901	FALSE	cyan
0.942661401325364	LOC110915211	FALSE	cyan
0.942139211329693	LOC110915411	FALSE	cyan
0.937852071809291	LOC110941259	FALSE	cyan
0.931787093607262	LOC110870449	FALSE	cyan
0.93102904285483	LOC110912658	FALSE	cyan
0.927483449958056	LOC110873674	FALSE	cyan
0.926686802400463	LOC110877920	FALSE	cyan
0.924202430792155	LOC110911630	FALSE	cyan
0.92389671018998	LOC110890800	FALSE	cyan
0.920053523508744	LOC110893938	FALSE	cyan
0.915567651887204	LOC118489073	FALSE	cyan
0.911634515078251	LOC110885164	FALSE	cyan
0.909310290935413	LOC110918892	FALSE	cyan
0.906725196379736	LOC110884821	FALSE	cyan
0.903371001669529	LOC110879757	FALSE	cyan
0.903261431119799	LOC110883877	FALSE	cyan
0.900380899091598	LOC110884853	FALSE	cyan
0.97893018276723	LOC110898808	FALSE	green
0.971462818729307	LOC110936349	FALSE	green
0.966587617913976	LOC110894967	FALSE	green
0.96030084674055	LOC110929987	FALSE	green
0.959675233123526	LOC110930025	FALSE	green
0.954527356419518	LOC110895843	FALSE	green
0.950984156863446	LOC110918803	FALSE	green
0.950310511446133	LOC110915800	FALSE	green
0.947654158175901	LOC110938057	FALSE	green
0.94619768354987	LOC110894310	FALSE	green
0.94583287253765	LOC110894934	FALSE	green
0.943026211399644	LOC110936665	FALSE	green
0.941985290097574	LOC110940033	FALSE	green
0.941336418624736	LOC110921375	FALSE	green
0.939100860728497	LOC110940314	FALSE	green
0.93892777235264	LOC110927343	FALSE	green
0.93809012844028	LOC110909137	FALSE	green
0.937585814761294	LOC110930869	FALSE	green
0.937169260331899	LOC110929709	FALSE	green
0.936973334069086	LOC110904022	FALSE	green
0.944812072249018	LOC110873851	FALSE	darkred
0.938874366075633	LOC110886547	FALSE	darkred
0.937799403759867	LOC110926450	FALSE	darkred
0.925640019962484	LOC110864757	FALSE	darkred
0.924219875775534	LOC110871703	FALSE	darkred
0.921592826014293	LOC110937690	FALSE	darkred
0.921039129176074	LOC110941884	FALSE	darkred
0.916204977530106	LOC110926100	FALSE	darkred
0.912445118837232	LOC110893963	FALSE	darkred
0.908838586212572	LOC110941596	FALSE	darkred
0.902218867477249	LOC110894214	FALSE	darkred
0.90188347419617	LOC110908961	FALSE	darkred
0.900660145814241	LOC110939557	FALSE	darkred
0.897351362665642	LOC110894544	FALSE	darkred
0.895543618950038	LOC110929887	FALSE	darkred
0.893076269742911	LOC110880153	FALSE	darkred
0.887957845013826	LOC110915919	FALSE	darkred
0.886477009038513	LOC110904855	FALSE	darkred
0.884420221749479	LOC110929849	FALSE	darkred
0.88185608150508	LOC110870808	FALSE	darkred
